,1,2,3,4,5,6,7,9,10,11,12,13,15,16,17,18,19,21,22,23,24,25,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,101,103,104,105,106,107,108,109,110,111,112,113,115,116,117,118,119,120,121,122,123,125,126,127,128,129,131,132,133,134,135,136,137,138,139,140,141,143,144,145,146,147,148,149,150,153,154,155,156,157,158,159,160,162,164,165,166,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,185,186,187,188,189,190,192,193,196
23,278.4296,281.1006,153.6046,18.517,279.3083,281.0214,272.7776,278.0775,274.632,264.2887,157.2524,22.9948,280.2298,75.7483,17.1153,232.8691,279.3121,280.0419,143.5604,0.0,258.1671,19.9282,272.9594,24.1762,266.0487,269.8274,20.171,234.0204,277.7355,286.3595,273.6409,22.9202,217.6784,154.3242,236.0544,25.423,157.0876,14.5512,271.5837,151.9957,279.6931,284.0421,166.7704,150.5282,279.2417,278.9377,277.5956,276.8134,275.2378,276.8867,279.316,279.3087,286.6562,281.5546,279.8998,282.3982,275.5078,274.8246,272.1733,297.5971,256.9853,262.9075,279.9598,274.157,274.2127,288.0934,278.1333,272.2034,279.9133,273.4081,285.5763,275.6287,280.2332,284.4895,282.2382,278.8152,281.0792,278.9832,271.7109,261.8574,272.3377,272.4682,271.6829,276.875,267.7905,278.8229,281.5011,268.236,278.855,280.2147,285.1525,273.5572,280.5478,285.2946,280.775,270.833,279.3439,277.7695,276.3952,278.0201,270.4939,279.4879,274.63,272.0355,18.613,274.5958,272.435,274.1639,187.3564,284.1588,278.2748,269.1637,25.8572,152.5478,285.6478,278.496,263.0178,232.0457,131.9352,251.4729,258.9168,280.4673,267.6093,236.3188,284.9951
24,33.072,34.2471,107.0781,274.7609,33.5598,35.5004,23.9916,33.4292,23.7141,9.5314,104.1595,243.4738,32.6117,184.1419,273.4373,30.0954,28.5332,32.9014,120.8231,258.1671,0.0,273.7119,32.0383,264.8911,9.9353,23.2752,276.8467,30.2099,31.5062,35.4915,25.8345,241.3018,46.643,107.3442,25.7569,238.4629,106.4686,271.4017,299.7125,108.5174,33.2184,36.9511,94.3541,109.823,33.2847,30.9874,29.508,28.92,32.6674,30.3419,32.3298,30.7,33.7006,36.6174,31.7156,32.7782,28.1128,29.5748,24.053,55.4453,63.7001,58.0014,32.953,31.9359,23.6436,45.9309,30.1702,26.7172,29.4731,29.3456,34.5437,24.5469,28.3876,37.6942,31.6013,33.9203,36.4812,27.7723,25.9316,12.4932,31.5099,21.3412,24.2489,26.1606,21.7065,34.7433,33.7159,19.7892,25.2112,36.0623,40.7294,24.6286,29.5897,34.6899,32.1185,19.7316,34.1983,33.848,26.3288,28.5395,24.6393,26.9499,26.2249,21.4436,273.977,18.6885,24.965,21.911,115.582,40.5015,38.2958,11.3369,239.2799,109.0589,42.488,31.8103,6.8093,29.3368,129.592,7.0571,2.9294,31.2299,11.5956,26.6788,30.4118
25,292.698,295.4077,170.5851,4.5269,293.5815,295.241,287.398,292.3092,289.3504,279.4819,174.3451,42.8138,294.6071,93.5687,4.8822,249.2115,293.9299,294.3909,161.3255,19.9282,273.7119,0.0,287.104,14.324,281.3011,284.3903,5.9657,250.4425,292.0762,300.8639,288.1792,42.8474,234.374,171.5019,252.2487,45.3385,174.5403,6.9533,289.2103,168.9541,294.0054,298.305,183.6964,167.4624,293.53,293.3648,292.0609,291.2832,289.4148,291.2676,293.6705,293.7728,301.3341,295.7236,294.3227,296.8742,289.9754,289.1752,286.7672,311.243,269.0995,275.4026,294.3016,288.3431,288.9162,301.9323,292.5786,286.6376,294.4952,287.7247,300.1065,290.3383,294.9152,298.7227,296.793,293.0448,295.2368,293.6388,286.176,276.8262,286.4957,287.2462,286.2476,291.5343,282.3867,293.0004,295.8636,282.9534,293.7041,294.3634,299.2083,288.1682,295.1566,299.7952,295.2128,285.6454,293.5772,291.963,291.0192,292.5706,284.9973,294.2366,289.1827,286.788,2.7446,289.7086,286.9825,288.9847,196.8857,298.1847,292.2118,284.5691,45.7838,169.7357,299.6074,292.8489,278.3325,248.2564,149.3722,267.1307,274.3272,294.9522,283.4499,252.6075,299.8493
27,6.0739,8.8638,127.7613,288.6015,6.9241,8.2433,9.6555,5.4542,11.8905,22.9505,125.5082,260.2566,8.7785,201.4564,287.3345,59.3143,11.7374,8.3028,142.7889,272.9594,32.0383,287.104,0.0,277.1323,23.6679,8.9174,290.7434,60.024,6.2887,15.4893,8.0233,257.8763,74.4327,128.6808,54.9607,255.1225,128.8837,285.485,331.4753,128.999,7.6213,11.4039,116.0738,130.1134,6.9918,8.4002,8.0978,7.7327,2.3851,6.2666,7.7432,9.2143,17.8485,8.6242,9.0742,11.7705,7.0864,4.5942,9.1157,26.4375,40.5371,32.4489,8.1548,1.4751,11.5109,16.2135,8.1112,5.8616,11.4881,3.4932,15.0911,11.9366,13.4006,11.7182,12.6985,6.1452,8.133,12.2337,6.5439,19.7701,0.6702,12.9269,8.556,11.3348,10.3322,5.919,9.7284,12.3956,15.8659,7.26,12.2855,9.5105,12.3403,14.515,9.967,13.7264,6.6764,4.9355,10.4594,9.8219,7.5729,14.217,8.495,12.3994,287.6502,20.2242,8.154,13.9524,110.6507,11.3996,6.6611,26.4599,256.1009,130.2645,13.1444,7.0494,25.7713,57.6709,149.7458,37.1793,29.1566,10.3659,36.2392,56.4159,19.3424
28,282.8083,285.5425,163.5459,18.4924,283.6941,285.3115,277.7834,282.393,279.8093,270.345,167.4183,45.7589,284.7956,88.3525,18.2048,241.2039,284.3029,284.5586,155.3287,24.1762,264.8911,14.324,277.1323,0.0,272.2113,274.7361,20.2484,242.5141,282.2412,291.1393,278.4998,44.8511,226.7767,164.6912,244.0846,46.7505,168.0563,18.8479,295.5679,161.8977,284.1462,288.4029,176.5313,160.3863,283.6538,283.5927,282.3197,281.5466,279.463,281.4639,283.8433,284.0282,291.7429,285.7565,284.5459,287.1338,280.2392,279.352,277.1331,300.8866,257.8593,264.3712,284.464,278.3997,279.3642,291.721,282.8214,276.8815,284.8396,277.8784,290.4027,280.7888,285.3367,288.7981,287.113,283.126,285.262,284.0417,276.4441,267.5073,276.5346,277.7556,276.5917,281.9435,272.7615,283.0435,286.0391,273.4221,284.26,284.3835,289.1541,278.5451,285.5207,290.0693,285.446,276.1849,283.6603,282.0194,281.4016,282.8938,275.2965,284.7117,279.5128,277.278,16.6715,280.4869,277.3122,279.5256,184.5348,288.1106,282.0834,275.6057,47.6768,162.9464,289.4842,283.0218,269.3014,240.1179,143.015,258.4244,265.3865,285.2214,274.8821,244.5375,290.4001
29,23.7414,24.644,115.8973,282.4504,24.1399,26.0131,14.7297,24.1906,14.0222,2.1859,113.0983,251.7599,22.9797,192.4636,281.1381,39.9712,18.6838,23.3186,129.9237,266.0487,9.9353,281.3011,23.6679,272.2113,0.0,14.7599,284.5504,40.1328,22.1343,25.5614,16.6131,249.543,56.4253,116.2912,35.6073,246.7188,115.6132,279.1415,309.0939,117.3016,23.7115,27.2314,103.3284,118.5737,23.8492,21.382,19.9569,19.4348,23.8743,20.9946,22.795,21.0198,23.7985,27.1545,22.0487,22.936,18.7748,20.5406,14.9542,45.719,59.3563,52.7059,23.3857,23.2932,14.019,36.4212,20.6029,17.9579,19.6323,20.5971,24.6139,14.7882,18.47,27.9821,21.7094,24.6096,27.07,17.9026,17.2052,7.3396,23.2314,11.7723,15.3101,16.3871,13.7047,25.5088,24.0232,11.3432,15.2836,26.7361,31.1622,15.2689,19.7065,24.7703,22.3824,10.3385,24.8322,24.7018,16.6383,18.8336,16.0952,17.0189,16.838,11.9962,281.6288,8.9956,15.9226,12.0946,117.8199,31.0276,29.4708,4.5947,247.5697,117.9863,32.9936,22.3473,3.2802,39.0925,138.3739,16.7426,7.81,21.4592,13.0836,36.5878,20.639
30,10.3792,12.3274,122.619,285.7607,11.0618,13.078,3.2049,10.5359,5.846,14.0532,120.1698,256.5347,10.9975,197.4896,284.4761,51.4368,9.5828,11.025,137.3415,269.8274,23.2752,284.3903,8.9174,274.7361,14.7599,0.0,287.8888,52.0033,9.0278,16.5528,3.8356,254.2118,67.0421,123.3594,47.0433,251.4299,123.2596,282.5711,322.9228,123.9185,11.0168,15.3695,110.5872,125.0913,10.8499,9.4667,7.9783,7.2001,9.3967,7.9035,10.3168,9.6519,17.0639,14.0711,10.4134,12.6601,5.963,6.5301,2.446,33.2288,46.9116,39.4636,11.0059,8.6697,5.3183,23.2348,8.5967,3.4917,10.106,6.0786,15.752,6.6147,10.7582,16.0158,12.4115,11.1421,13.8129,9.404,2.7065,11.3554,8.4715,5.2197,1.8573,7.3733,2.1306,11.798,12.292,3.5009,10.9559,13.232,18.3149,3.8828,10.7886,15.4952,11.1904,5.264,11.5273,10.8029,6.7197,8.1929,1.366,10.4981,4.8036,4.5336,284.8564,12.6076,2.6196,6.9678,112.5124,17.8453,15.0213,17.7637,252.3629,124.9864,19.8283,9.5872,16.8834,49.989,144.8361,28.7766,20.4361,10.7261,27.4726,48.3856,16.5116
31,296.2982,298.9957,173.0524,2.1867,297.1804,298.858,290.8774,295.9214,292.7961,282.753,176.7585,42.1231,298.1714,95.5294,3.4136,252.0065,297.412,297.9647,163.3701,20.171,276.8467,5.9657,290.7434,20.2484,284.5504,287.8888,0.0,253.2022,295.6521,304.3867,291.6871,42.5703,237.0031,173.8709,255.1096,45.2406,176.7659,5.659,285.9946,171.4314,297.5913,301.9085,186.1967,169.9506,297.1238,296.912,295.5948,294.8153,293.0442,294.8298,297.2422,297.3076,304.7971,299.3573,297.8716,300.4057,293.508,292.747,290.2556,315.0467,273.3226,279.5274,297.8777,291.9692,292.3671,305.6736,296.1194,290.1806,297.9898,291.3075,303.6203,293.7874,298.3751,302.3361,300.2975,296.6579,298.8741,297.1076,289.7084,280.1793,290.1305,290.6704,289.746,295.0013,285.8732,296.6306,299.4332,286.3978,297.1046,298.0034,302.8797,291.6512,298.6421,303.3191,298.7569,289.057,297.1892,295.5877,294.4983,296.0755,288.5164,297.6729,292.686,290.2211,3.6971,293.0123,290.487,292.3942,201.6583,301.8655,295.9195,287.7609,45.4653,172.0986,303.3099,296.4209,281.5575,251.109,151.5938,270.2189,277.5145,298.4802,286.4681,255.4272,303.2495
32,62.3044,63.844,80.8101,251.1686,62.9054,64.9064,53.4138,62.5256,53.5815,39.4606,77.4697,218.0827,62.2732,158.9004,249.8138,2.0718,58.5463,62.4885,93.3201,234.0204,30.2099,250.4425,60.024,242.5141,40.1328,52.0033,253.2022,0.0,60.8324,65.6426,55.1474,216.0621,17.2054,80.575,5.2009,213.1859,78.9442,247.6609,272.1215,82.3618,62.693,66.6977,67.6929,83.7763,62.658,60.6356,59.1099,58.4507,61.1855,59.6651,61.8592,60.4543,63.9095,65.9673,61.4387,62.7558,57.4851,58.5304,53.3095,85.0748,81.859,78.7018,62.5174,60.2879,53.4418,75.2207,59.7812,55.4823,59.4675,57.961,64.695,54.4765,58.5159,67.4214,61.6707,63.1044,65.7556,57.8202,54.7042,40.6588,59.4062,51.1354,53.3356,56.09,50.086,63.7991,63.4525,48.7349,55.4161,65.2189,70.1833,54.1287,59.6509,64.8106,61.9364,49.4264,63.4541,62.8045,56.1554,58.3556,53.2998,57.1134,55.7069,51.1269,250.5072,48.8465,54.1233,51.9326,112.2092,69.8049,66.6393,41.0217,213.8908,82.3416,71.7963,61.2514,36.9308,4.9141,103.1751,23.5365,32.4897,61.107,35.6942,3.6177,60.5587
33,1.6245,3.421,131.3427,293.5164,2.0735,4.079,7.5157,2.2538,8.3686,21.9995,128.9519,264.7306,2.6248,205.787,292.2411,60.3277,6.0274,2.3176,146.1592,277.7355,31.5062,292.0762,6.2887,282.2412,22.1343,9.0278,295.6521,60.8324,0.0,9.3633,5.7018,262.3806,76.0405,132.1376,55.926,259.6115,132.1194,290.3658,331.1682,132.623,2.0309,6.4739,119.4073,133.7772,1.8316,2.1787,2.5754,2.7988,4.2161,1.1701,1.613,3.0367,11.5599,5.1408,2.7858,5.5082,3.3935,2.9138,7.5302,24.2666,46.4344,38.1301,2.2256,4.8215,8.2339,14.4464,2.2078,5.8108,5.5285,4.3688,8.8796,7.9108,7.6285,7.0631,6.4263,2.4998,4.9755,6.722,6.4843,20.2051,6.6209,10.3792,7.514,6.6656,11.1187,3.492,3.8044,12.1065,10.7824,4.6034,9.3533,6.8905,6.3282,8.3447,3.6887,11.8276,2.7003,3.0117,6.0003,4.3718,7.8972,8.7771,5.3027,10.1424,292.5864,16.5331,6.7141,10.5454,116.8531,9.011,8.1978,23.9427,260.5657,133.7524,11.0037,0.8067,24.8082,58.9423,153.4908,37.4407,28.7944,4.1041,33.67,57.2168,13.2585
34,9.4514,6.7891,138.9084,302.2563,8.6608,8.1224,13.7466,10.1749,12.4791,26.2031,136.3795,273.0845,6.7527,214.0263,300.9744,65.3951,7.3979,7.1893,153.4816,286.3595,35.4915,300.8639,15.4893,291.1393,25.5614,16.5528,304.3867,65.6426,9.3633,0.0,12.7252,270.7634,81.6439,139.5733,61.0035,267.9808,139.3222,299.0776,333.6528,140.2301,7.8836,5.6678,126.7391,141.423,8.5377,7.6392,8.8247,9.594,13.1835,9.8845,7.7911,7.1241,3.7723,8.6276,6.7276,4.0226,10.9007,12.0528,14.27,21.1607,54.306,45.6879,7.335,14.0202,12.7678,14.0459,8.352,14.2707,6.6181,13.6238,0.9479,11.491,7.1343,6.0838,4.2361,9.604,9.0985,7.9828,14.6954,26.1539,15.9035,14.9292,14.7051,9.9692,18.6269,10.3017,5.7743,18.5677,10.4247,9.7743,9.5573,12.9491,6.1765,1.0702,5.7941,16.7008,9.1407,10.8968,10.2265,8.3759,15.8707,8.5425,11.7526,15.142,301.3443,17.4269,13.9363,13.7972,126.1398,10.342,14.4325,25.7096,268.912,141.2178,11.4846,8.5585,28.719,64.337,161.1929,42.1358,33.1582,5.9182,34.5601,62.0738,7.6937
35,7.2404,8.7656,126.4215,289.5581,7.7733,9.7624,1.8839,7.6088,3.897,16.352,123.9575,260.3678,7.3137,201.3251,288.2746,54.6613,5.9487,7.4232,141.1168,273.6409,25.8345,288.1792,8.0233,278.4998,16.6131,3.8356,291.6871,55.1474,5.7018,12.7252,0.0,258.0438,70.4512,127.148,50.2576,255.2624,127.0189,286.373,325.5288,127.725,7.5529,11.7491,114.3632,128.9013,7.5166,5.7251,4.2001,3.4432,7.4936,4.5317,6.7529,5.8383,13.419,10.8419,6.6485,8.8249,2.3402,3.9972,1.8404,29.9318,48.0183,40.1808,7.4299,7.1681,3.4918,20.1467,4.8452,2.5975,6.3615,4.5385,11.936,4.1264,7.3146,12.4299,8.615,8.0858,10.6692,5.9325,2.4719,14.559,7.8438,5.0845,2.0197,4.1491,5.942,8.9273,8.5866,6.4667,8.4657,10.2279,15.0383,1.5031,7.0988,11.665,7.3866,6.2784,8.3743,8.09,3.3163,4.394,3.2444,7.4129,1.0399,4.6841,288.6507,12.2055,1.2166,5.9299,115.4703,14.7115,12.9483,18.8269,256.1962,128.7784,16.7048,6.1079,19.1755,53.3102,148.6508,31.7401,23.1039,6.8918,28.6274,51.5329,13.3351
36,263.166,265.7778,135.2699,41.1477,264.0354,265.812,257.0765,262.8627,258.7967,247.8669,138.7251,2.9723,264.8189,57.2113,39.7766,215.0229,263.5921,264.6683,124.1181,22.9202,241.3018,42.8474,257.8763,44.8511,249.543,254.2118,42.5703,216.0621,262.3806,270.7634,258.0438,0.0,199.4055,135.6918,218.3975,2.9047,138.0283,37.1399,251.5764,133.7063,264.3684,268.7662,148.4234,132.2863,263.9494,263.4665,262.0796,261.2942,260.1043,261.4828,263.9378,263.7882,270.8343,266.4087,264.431,266.852,259.996,259.4674,256.5089,283.0693,244.5876,249.9926,264.5958,259.0155,258.3983,273.3505,262.6414,256.7468,264.2379,258.1002,269.9495,259.8014,264.4267,269.2505,266.5903,263.6005,265.9498,263.2151,256.2159,245.7394,257.2396,256.5628,256.0583,261.109,252.1391,263.6757,266.105,252.4244,262.8353,265.0997,270.1404,257.8657,264.8354,269.707,265.2837,254.8881,264.1226,262.6052,260.6769,262.3918,254.9534,263.597,259.0108,256.1648,41.4345,258.2453,256.8301,258.1967,178.8229,269.1887,263.4406,252.4464,2.9384,133.9131,270.7579,263.1227,246.4403,214.3812,113.0921,234.4806,242.2269,264.9161,250.3222,218.5331,268.9492
37,77.421,79.2165,64.1603,234.9894,78.094,80.1107,68.8242,77.5443,69.3246,55.4997,60.687,201.3815,77.7208,142.3221,233.6256,16.7384,74.3828,77.8709,76.2496,217.6784,46.643,234.374,74.4327,226.7767,56.4253,67.0421,237.0031,17.2054,76.0405,81.6439,70.4512,199.4055,0.0,63.7482,20.9309,196.5214,61.9016,231.4361,260.6551,65.7442,77.9826,82.1708,50.9913,67.1907,77.871,76.0937,74.5521,73.8479,75.8665,74.891,77.2038,76.0062,80.1914,81.1132,76.9504,78.511,72.7842,73.5363,68.6162,100.2676,90.3409,88.6504,77.8808,74.8939,69.1272,90.1988,75.2208,70.4464,75.273,72.7768,80.7017,70.2662,74.5167,82.8683,77.5546,78.1735,80.8475,73.7069,69.6928,55.9082,73.7845,66.8535,68.5392,71.8602,65.0101,78.7673,78.9523,63.9846,71.6371,80.2333,85.3569,69.578,75.5395,80.756,77.5298,65.1002,78.5684,77.7245,71.8272,73.9896,68.2652,73.1925,71.1148,66.761,234.3701,65.3203,69.3514,67.8482,107.4505,84.8616,81.093,57.756,197.1941,65.5233,86.8311,76.5371,53.1603,17.3345,86.3701,39.6855,48.6374,76.768,52.8761,20.3252,77.0365
38,133.1981,135.5463,3.2228,171.8971,134.0128,135.9477,125.8853,133.0647,127.166,114.8514,3.1962,137.6454,134.3323,78.7172,170.5187,79.6524,132.1926,134.3039,14.2462,154.3242,107.3442,171.5019,128.6808,164.6912,116.2912,123.3594,173.8709,80.575,132.1376,139.5733,127.148,135.6918,63.7482,0.0,83.2442,132.8037,5.4175,168.265,238.7466,4.2207,134.1685,138.6072,12.9963,5.458,133.8661,132.8253,131.3334,130.5581,130.6631,131.1062,133.5781,132.9856,138.9971,136.737,133.7726,135.8977,129.3166,129.2979,125.4441,155.0194,127.7639,130.212,134.264,129.5816,126.8374,144.8433,131.9561,126.3316,132.9558,128.1331,138.6861,128.1718,132.7585,139.1971,135.3374,133.7813,136.3462,131.6831,125.692,113.5868,128.0133,124.7776,125.1286,129.6295,121.2297,134.079,135.6324,121.0134,130.6048,135.5691,140.8085,126.6841,133.431,138.5644,134.5346,123.0263,134.2666,132.9834,129.3482,131.2933,124.3188,131.7065,128.0218,124.4893,171.3597,125.2363,125.9416,126.201,98.8156,140.0262,134.9333,118.666,133.4602,1.7796,141.822,132.8002,113.0642,79.2461,22.6219,100.3423,108.6504,133.9917,115.496,83.2139,136.5422
39,57.3776,58.9847,83.3019,253.061,57.9968,60.004,48.5507,57.5767,48.8261,34.8012,80.1015,220.464,57.4335,161.1942,251.7139,4.4066,53.8325,57.6304,96.2892,236.0544,25.7569,252.2487,54.9607,244.0846,35.6073,47.0433,255.1096,5.2009,55.926,61.0035,50.2576,218.3975,20.9309,83.2442,0.0,215.5307,81.8943,249.5914,277.3146,84.8193,57.8099,61.8706,70.2825,86.2006,57.7551,55.7969,54.2645,53.5915,56.1678,54.7616,56.9898,55.644,59.4045,61.0519,56.6171,58.0167,52.5975,53.5734,48.4175,80.188,76.8618,73.5794,57.654,55.256,48.6658,70.2764,54.936,50.5117,54.7431,52.9639,60.0573,49.7396,53.8693,62.5874,56.9791,58.1676,60.8272,53.1252,49.7377,35.7249,54.3377,46.3672,48.4169,51.3481,45.0979,58.8408,58.6298,43.8196,50.8711,60.2723,65.2792,49.2781,54.9589,60.1471,57.1411,44.6397,58.5282,57.8348,51.3786,53.5691,48.326,52.5004,50.8467,46.3296,252.3666,44.4454,49.2121,47.2415,109.7272,64.8728,61.5902,36.8256,216.2692,84.9966,66.8613,56.3654,32.3635,4.0163,105.7697,18.8823,27.8671,56.333,32.3246,2.0216,56.1686
40,260.4017,263.01,132.3899,43.7727,261.2705,263.0503,254.2899,260.1011,256.0032,245.0465,135.8394,5.2027,262.0465,54.3533,42.3924,212.1502,260.8039,261.8979,121.216,25.423,238.4629,45.3385,255.1225,46.7505,246.7188,251.4299,45.2406,213.1859,259.6115,267.9808,255.2624,2.9047,196.5214,132.8037,215.5307,0.0,135.1308,39.7664,250.2594,130.828,261.6006,266.0006,145.5415,129.4096,261.1835,260.6911,259.302,258.5166,257.3475,258.7111,261.1673,261.0102,268.0403,263.6504,261.6556,264.0723,257.2189,256.6984,253.7242,280.3441,242.0076,247.3752,261.8259,256.2583,255.6059,270.6139,259.865,253.9729,261.4519,255.3341,267.1653,257.0082,261.6341,266.4868,263.8054,260.8388,263.1925,260.4245,253.4401,242.9334,254.485,253.766,253.2758,258.3187,249.3555,260.9176,263.3332,249.6328,260.0324,262.3432,267.3891,255.0795,262.0474,266.9249,262.507,252.0895,261.3604,259.8464,257.8891,259.6084,252.1753,260.8002,256.2281,253.3697,44.0037,255.4273,254.0485,255.3967,176.5821,266.4398,260.7,249.6128,1.7147,131.0251,268.0133,260.3525,243.6131,211.5144,110.2016,231.6371,239.3953,262.1363,247.4662,215.662,266.1445
41,133.2293,135.5136,8.5585,174.8174,134.029,135.9852,125.6974,133.1297,126.8708,114.2518,5.9983,139.9008,134.2537,81.353,173.4319,78.1448,131.9272,134.2504,14.395,157.0876,106.4686,174.5403,128.8837,168.0563,115.6132,123.2596,176.7659,78.9442,132.1194,139.3222,127.0189,138.0283,61.9016,5.4175,81.8943,135.1308,0.0,171.1414,234.3459,9.6314,134.1488,138.5743,12.9623,10.7826,133.8712,132.722,131.2153,130.446,130.8089,131.0662,133.5292,132.8476,138.6015,136.8076,133.6611,135.7137,129.2226,129.3092,125.2866,155.2905,129.6403,131.7477,134.2173,129.7347,126.5601,145.0844,131.8478,126.3086,132.7134,128.1911,138.4227,127.8721,132.4288,139.1823,135.0908,133.8385,136.4317,131.3899,125.6498,113.2327,128.2143,124.4572,125.0025,129.3578,121.1293,134.1773,135.5505,120.8007,130.1478,135.6723,140.9227,126.4943,133.159,138.328,134.4005,122.6959,134.3142,133.0826,129.1123,131.0994,124.2607,131.3287,127.8679,124.1965,174.3266,124.5919,125.8203,125.8224,103.4173,140.1751,135.2252,117.8055,135.729,6.4096,142.0029,132.7627,112.3621,77.9296,25.174,99.4306,107.9038,133.8229,114.2161,81.7361,136.0162
42,291.0222,293.7143,167.4615,4.0078,291.9037,293.5891,285.5519,290.6506,287.4573,277.3515,171.1589,36.8264,292.88,89.8874,2.6529,246.4731,292.087,292.6772,157.7288,14.5512,271.4017,6.9533,285.485,18.8479,279.1415,282.5711,5.659,247.6609,290.3658,299.0776,286.373,37.1399,231.4361,168.265,249.5914,39.7664,171.1414,0.0,282.2913,165.8423,292.3091,296.6334,180.6102,164.3635,291.845,291.6135,290.291,289.5108,287.7813,289.5378,291.954,292.0039,299.464,294.0957,292.5737,295.1004,288.2037,287.4592,284.9337,309.8633,268.3836,274.5251,292.5913,286.7049,287.0303,300.4608,290.8183,284.8809,292.6698,286.0245,298.3076,288.4498,293.0414,297.0653,294.9813,291.3875,293.6141,291.7775,284.4044,274.8067,284.8702,285.3235,284.4281,289.6706,280.5508,291.3677,294.1439,281.059,291.7483,292.7447,297.6347,286.3269,293.3183,298.0105,293.4569,283.7054,291.9182,290.3224,289.1724,290.7598,283.2069,292.3301,287.3699,284.8776,4.6247,287.6212,285.1715,287.0415,197.1721,296.6249,290.6917,282.333,40.0525,166.492,298.079,291.1329,276.1407,245.5891,145.9707,264.7604,272.0858,293.1736,280.9887,249.8993,297.8926
43,332.7528,333.7316,241.7966,285.689,333.2018,335.1003,323.6708,333.1335,323.105,309.1778,240.3295,250.1867,332.0611,240.8989,284.6888,273.1767,327.5311,332.4111,228.959,271.5837,299.7125,289.2103,331.4753,295.5679,309.0939,322.9228,285.9946,272.1215,331.1682,333.6528,325.5288,251.5764,260.6551,238.7466,277.3146,250.2594,234.3459,282.2913,0.0,242.0125,332.8008,336.2315,244.0971,242.2703,332.9173,330.4727,329.0497,328.5136,332.314,330.0115,331.8876,330.084,330.8972,336.2363,331.1168,331.7352,327.7808,329.2853,323.7607,354.5991,350.6291,349.3039,332.4793,331.5263,323.1128,345.515,329.6967,326.3939,328.4877,329.0009,332.7467,323.8296,326.9942,336.9873,330.3255,333.6088,336.1321,326.7014,325.6061,311.7153,330.8977,320.8575,323.9601,325.4011,321.2161,334.4496,333.0668,319.4653,323.3343,335.749,340.252,324.2777,328.4139,333.0712,331.393,319.3433,333.8675,333.5604,325.7129,327.8907,324.2779,325.4227,325.8676,321.0387,286.8604,316.2969,324.6772,321.1028,337.489,340.1154,337.9183,308.0579,249.001,238.4772,342.0858,331.4235,306.3613,275.316,234.659,294.301,302.5032,330.4322,299.1422,275.6405,326.8632
44,133.6442,136.0391,1.6565,169.439,134.4694,136.3857,126.509,133.4848,127.8705,115.8046,5.7307,135.7209,134.8618,76.5815,168.0668,81.3522,132.8682,134.8141,15.2086,151.9957,108.5174,168.9541,128.999,161.8977,117.3016,123.9185,171.4314,82.3618,132.623,140.2301,127.725,133.7063,65.7442,4.2207,84.8193,130.828,9.6314,165.8423,242.0125,0.0,134.6528,139.0968,14.7748,1.5252,134.3317,133.3756,131.8969,131.1179,131.0232,131.6097,134.0857,133.5625,139.7651,137.1486,134.3281,136.5067,129.8638,129.7638,126.0449,155.2579,126.7515,129.4731,134.769,129.9373,127.5285,145.1143,132.5113,126.8278,133.6129,128.5644,139.3533,128.8785,133.4828,139.6722,135.9951,134.2066,136.7467,132.3808,126.2038,114.355,128.3338,125.5044,125.7057,130.313,121.7922,134.4721,136.1631,121.6625,131.4288,135.9568,141.1821,127.3083,134.1104,139.211,135.1067,123.763,134.6988,133.377,130.0046,131.9151,124.8446,132.4689,128.6168,125.1952,168.8664,126.2094,126.5141,126.9705,95.4787,140.3736,135.175,119.8111,131.529,3.6483,142.1428,133.2999,114.0976,80.8075,21.0773,101.555,109.7244,134.5912,116.9592,84.8828,137.4123
45,1.5705,1.4095,133.373,295.4546,0.9002,2.3031,9.2906,2.3414,9.7527,23.6916,130.9828,266.7211,1.4651,207.7885,294.1805,62.2139,6.3915,0.8458,148.1898,279.6931,33.2184,294.0054,7.6213,284.1462,23.7115,11.0168,297.5913,62.693,2.0309,7.8836,7.5529,264.3684,77.9826,134.1685,57.8099,261.6006,134.1488,292.3091,332.8008,134.6528,0.0,4.4453,121.4378,135.8064,0.6765,2.4829,3.7604,4.2987,5.2999,3.1134,0.9437,3.1721,10.5509,3.4537,2.312,4.414,5.2127,4.9142,9.3933,22.3822,47.0151,38.5714,0.674,6.1619,9.7017,12.7227,3.1358,7.8407,5.6464,6.2853,7.5491,9.1435,7.7951,5.0335,5.741,1.9319,3.4447,7.2052,8.5068,22.1084,8.0668,11.9433,9.4442,7.7065,13.1205,2.921,2.1103,14.0098,11.3345,3.3898,7.5194,8.6064,6.2905,6.9387,2.8539,13.4898,1.6713,3.1397,7.2073,5.1955,9.9135,9.1752,7.0119,11.7816,294.5213,17.5818,8.6313,11.8616,118.2626,7.3161,7.7978,25.2648,262.557,135.7833,9.2862,1.4463,26.4776,60.8585,155.5187,39.2589,30.5461,3.6987,34.9118,59.0794,12.8279
