,1,2,5,6,9,15,21,33,34,45,46,101,103,104,105,106,107,108,109,110,111,112,113,115,121,122,126,131,134,135,136,137,147,148,153,154,157,158,160,162,177,183,190
121,2.1786,1.3357,1.5739,2.7186,2.9818,0.7918,0.1723,2.2256,7.335,0.674,4.3649,1.3326,2.025,3.4451,4.0672,5.8692,3.1592,0.6894,2.6141,9.9092,3.875,1.6857,3.7642,5.1032,0.0,6.6852,2.7864,6.9581,5.0149,5.0678,2.6047,3.938,3.5924,1.6108,3.9787,7.7835,6.365,2.1801,2.3365,3.7953,7.6727,1.4766,3.0413
122,4.627,7.4283,5.4899,6.9168,4.051,7.3038,6.8318,4.8215,14.0202,6.1619,10.0504,5.542000000000001,6.9492,6.7301,6.426,1.0924,4.8646,6.2682,7.7733,16.3802,7.3995,7.6055,10.296,5.9178,6.6852,0.0,6.6989,13.6167,10.4039,11.2402,4.7638,6.9344,4.6663,8.2652,6.0882,11.2518,13.0424,8.4945,5.2993,3.6204,10.4451,5.5767,8.9098
126,3.6562,4.0805,3.7204,5.4339,4.4026,2.5009,2.7312,2.2078,8.352,3.1358,6.9502,3.4059,0.8804,0.6715,1.4032,6.2696,1.8466,2.2007,1.2487,9.9586,6.5882,1.8169,4.3295,2.6556,2.7864,6.6989,0.0,7.699,7.6551,4.7546,4.4842,6.5692,5.5397,3.7475,6.4101,10.5699,7.2849,2.6433,4.5138,5.1981,10.4359,1.9394,2.4953
131,9.1179,6.5754,8.3716,8.0543,9.8774,6.3133,6.8022,8.8796,0.9479,7.5491,5.9002,8.2182,7.0371,8.1315,8.8872,12.8272,9.311,7.3511,6.4554,3.3974,8.6741,6.1651,3.4074,10.1879,6.9581,13.6167,7.699,0.0,6.4064,3.3681,9.3524,9.115,10.1226,5.468,9.7296,10.0096,0.6990000000000001,5.229,8.9182,10.6346,10.7173,8.0835,5.2224
134,6.0879,3.6884,5.2289,3.4874,6.4147,5.155,5.0093,7.0631,6.0838,5.0335,0.7567,5.3455,6.7906,8.326,9.0205,9.354,8.1295,5.7023,6.996,9.7832,3.2525,5.9905,5.4677,10.1137,5.0149,10.4039,7.6551,6.4064,0.0,7.0906,5.6782,3.7883,5.811,3.9806,4.6578,3.7325,5.7288,5.6019,5.1471,6.7912,4.3182,6.4349,6.5556
135,7.167000000000001,5.3556,6.6412,7.1524,8.0004,4.2818,4.8956,6.4263,4.2361,5.7410000000000005,6.3714,6.3937,4.3046,5.0517,5.7525,10.6216,6.5439,5.1772,3.5357,5.2057,8.1141,3.6748,1.6748,7.0174,5.0678,11.2402,4.7546,3.3681,7.0906,0.0,7.6725,8.4067,8.6424,4.1355,8.7524,10.7907,3.2429,2.8995,7.3762,8.8344,11.1741,5.7154,2.3338
136,0.8754,2.8196,1.0326,2.2116,0.7381,3.3927,2.7769999999999997,2.4998,9.604,1.9319,5.2901,1.2891,4.0819,4.9822,5.2918,3.7603,3.6155,2.6315,4.8885,12.439,2.9819,4.1644,6.3245,5.8377,2.6047,4.7638,4.4842,9.3524,5.6782,7.6725,0.0,2.6743,1.0658,3.8895,2.142,7.2037,8.7139,4.7811,0.536,1.2942,6.7059,2.5476,5.5843
137,3.4512,3.0873,2.931,1.2763,3.3317,4.6022,4.0626,4.9755,9.0985,3.4447,3.7234,3.2214,5.9211,7.1731,7.6387,5.8467,6.1424,4.3883,6.5516,12.4568,0.536,5.5889,6.7944,8.3689,3.938,6.9344,6.5692,9.115,3.7883,8.4067,2.6743,0.0,2.2838,4.2757,0.8876,4.5376,8.4209,5.8149,2.3023,3.3739,4.0504,4.7283,6.811
147,1.8922,3.5489,2.0327,2.3819,1.3192,4.3841,3.7624,3.492,10.3017,2.9210000000000003,5.5512,2.3212,5.1474,6.0204,6.2901,3.5864,4.5525,3.6833,5.9501,13.2908,2.7338,5.2013,7.2301,6.7413,3.5924,4.6663,5.5397,10.1226,5.811,8.6424,1.0658,2.2838,0.0,4.718,1.4977,6.7509,9.4634,5.7707,1.2668,1.0956,6.1096,3.6075,6.6111
148,3.6771,1.2323,2.9041,3.0169,4.4135,1.3014,1.493,3.8044,5.7743,2.1103,3.2464,2.7645,2.8679,4.4093,5.1444,7.4098,4.6222,2.1961,3.0161,8.5736,4.0109,2.0139,2.5673,6.33,1.6108,8.2652,3.7475,5.468,3.9806,4.1355,3.8895,4.2757,4.718,0.0,4.6319,7.2699,4.8419,1.7197,3.4775,5.1671,7.4043,3.0174,2.7409
153,2.9978,3.4012,2.6899,1.6805,2.6961,4.7172,4.1263,4.6034,9.7743,3.3898,4.5465,3.0044,5.8532,6.9714,7.3597,4.9971,5.7441,4.3077,6.5615,13.0285,1.4131,5.6642,7.1959,7.9722,3.9787,6.0882,6.4101,9.7296,4.6578,8.7524,2.142,0.8876,1.4977,4.6319,0.0,5.2535,9.043,6.0253,1.9202,2.5901,4.6298,4.496,6.9786
154,7.9363,6.5207,7.2827,5.2769,7.8691,8.1953,7.8449,9.3533,9.5573,7.5194,4.4228,7.5255,9.7802,11.2266,11.8126,10.1626,10.519,8.3996,10.1887,13.3228,4.2438,9.1545,9.1419,12.7043,7.7835,11.2518,10.5699,10.0096,3.7325,10.7907,7.2037,4.5376,6.7509,7.2699,5.2535,0.0,9.3576,8.9855,6.7905,7.8434,1.1818,8.9475,9.9955
157,8.5092,5.9213,7.7449,7.37,9.2554,5.7499,6.2136,8.3447,1.0702,6.9387,5.2092,7.6028,6.5805,7.7547,8.5238,12.231,8.8348,6.7899,6.0551,4.0936,7.9775,5.678,2.9563,9.8306,6.365,13.0424,7.2849,0.6990000000000001,5.7288,3.2429,8.7139,8.4209,9.4634,4.8419,9.043,9.3576,0.0,4.7422,8.2701,10.0007,10.0443,7.5427,4.8481
158,4.271,2.7411,3.7529,4.5389,5.1024,1.389,2.0091,3.6887,5.7941,2.8539,4.8495,3.4975,1.8567,3.2178,4.0025,7.8015,4.0926,2.2957,1.5544,7.8962,5.6187,0.9369,1.8282,5.2901,2.1801,8.4945,2.6433,5.229,5.6019,2.8995,4.7811,5.8149,5.7707,1.7197,6.0253,8.9855,4.7422,0.0,4.5099,5.9352,9.1191,2.9179,1.0264
160,1.1507,2.3525,0.8208,1.6949,1.268,3.1266,2.5047,2.7003,9.1407,1.6713,4.7542,1.1343,4.0165,5.0591,5.4399,4.2913,3.8573,2.498,4.7802,12.049000000000001,2.5483,3.9754,5.9687,6.0881,2.3365,5.2993,4.5138,8.9182,5.1471,7.3762,0.536,2.3023,1.2668,3.4775,1.9202,6.7905,8.2701,4.5099,0.0,1.7897,6.3527,2.585,5.37
162,1.6814,4.1138,2.2699,3.3091,0.8437,4.5626,3.9663,3.0117,10.8968,3.1397,6.4693,2.4652,4.9742,5.5851,5.7294,2.5629,3.9132,3.6823,5.8246,13.6884,3.8072,5.2306,7.5536,6.0018,3.7953,3.6204,5.1981,10.6346,6.7912,8.8344,1.2942,3.3739,1.0956,5.1671,2.5901,7.8434,10.0007,5.9352,1.7897,0.0,7.1794,3.3642,6.66
177,7.5013,6.4995,6.9453,5.0151,7.3178,8.1801,7.7578,9.011000000000001,10.342,7.3161,4.9134,7.2170000000000005,9.6968,11.0735,11.603,9.3669,10.1806,8.237,10.1926,14.079,3.8845,9.1675,9.5029,12.3998,7.6727,10.4451,10.4359,10.7173,4.3182,11.1741,6.7059,4.0504,6.1096,7.4043,4.6298,1.1818,10.0443,9.1191,6.3527,7.1794,0.0,8.6969,10.1439
183,1.7416,2.7517,1.815,3.6903,2.5349,1.8184,1.5465,0.8067,8.5585,1.4463,5.8116,1.5105,1.6114,2.4754,2.9126,4.9071,1.6967,0.8217,2.4686,10.8091,4.8137,2.0443,4.7254,3.7679,1.4766,5.5767,1.9394,8.0835,6.4349,5.7154,2.5476,4.7283,3.6075,3.0174,4.496,8.9475,7.5427,2.9179,2.585,3.3642,8.6969,0.0,3.4214
190,4.9787,3.7538,4.5783,5.5371,5.8168,2.2676,2.8791,4.1041,5.9182,3.6987,5.7994,4.2969,1.9713,2.9112,3.676,8.3131,4.2282,2.9796,1.2471,7.5228,6.6316,1.4296,1.9361,4.9825,3.0413,8.9098,2.4953,5.2224,6.5556,2.3338,5.5843,6.811,6.6111,2.7409,6.9786,9.9955,4.8481,1.0264,5.37,6.66,10.1439,3.4214,0.0
